year,country,area,ecoregion,realm,location,site_code,survey_date,depth,block,list,transect_1,transect_2,reef_name,lat,long,zone,region,sector,situation,depth_morph,geomorph,Harris_site,report_site,depth_m
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,QLD inshore - Central,GBR196,2016-01-18,2,1,Reef_fish,1,1,High Island East 2,-17.16,146.01,Open,GBR,NA,NA,NA,NA,No,No,2
2015,Australia,Queensland,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,GBR - North,GBR68,2015-12-26,8,1,Reef_fish,2,1,North Direction Reef 1,-14.74,145.52,Open,GBR,NA,NA,NA,NA,No,No,8
2015,Australia,Queensland,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,GBR - North,GBR68,2015-12-26,8,2,Reef_fish,2,2,North Direction Reef 1,-14.74,145.52,Open,GBR,NA,NA,NA,NA,No,No,8
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,QLD inshore - Central,GBR196,2016-01-18,2,2,Reef_fish,1,2,High Island East 2,-17.16,146.01,Open,GBR,NA,NA,NA,NA,No,No,2
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,QLD inshore - Central,GBR199,2016-01-18,2,1,Reef_fish,1,1,High Island East 1,-17.16,146.01,Open,GBR,NA,NA,NA,NA,No,No,2
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,QLD inshore - Central,GBR199,2016-01-18,2,2,Reef_fish,1,2,High Island East 1,-17.16,146.01,Open,GBR,NA,NA,NA,NA,No,No,2
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR190,2016-01-19,6,1,Reef_fish,1,1,Peart reef 3,-17.47,146.41,Open,GBR,NA,NA,NA,NA,No,No,6
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR190,2016-01-19,6,2,Reef_fish,1,2,Peart reef 3,-17.47,146.41,Open,GBR,NA,NA,NA,NA,No,No,6
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR191,2016-01-19,7,1,Reef_fish,1,1,Peart Reef 2,-17.47,146.41,Open,GBR,NA,NA,NA,NA,No,No,7
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR191,2016-01-19,7,2,Reef_fish,1,2,Peart Reef 2,-17.47,146.41,Open,GBR,NA,NA,NA,NA,No,No,7
2015,Australia,Queensland,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,GBR - North,GBR63,2015-12-22,5,1,Reef_fish,2,3,Surprise Reef,-14,144.68,Open,GBR,NA,NA,NA,NA,No,No,5
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR169,2016-01-22,3,1,Reef_fish,1,1,Rib Reef 3,-18.48,146.88,Open,GBR,NA,NA,NA,NA,No,No,3
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR169,2016-01-22,3,2,Reef_fish,1,2,Rib Reef 3,-18.48,146.88,Open,GBR,NA,NA,NA,NA,No,No,3
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR172,2016-01-22,6,1,Reef_fish,1,1,Rib Reef 1,-18.47,146.88,Open,GBR,NA,NA,NA,NA,No,No,6
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR172,2016-01-22,6,2,Reef_fish,1,2,Rib Reef 1,-18.47,146.88,Open,GBR,NA,NA,NA,NA,No,No,6
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR176,2016-01-23,4,1,Reef_fish,1,1,Roxburgh Reef 1,-18.43,147.06,Open,GBR,NA,NA,NA,NA,No,No,4
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR176,2016-01-23,4,2,Reef_fish,1,2,Roxburgh Reef 1,-18.43,147.06,Open,GBR,NA,NA,NA,NA,No,No,4
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR175,2016-01-23,4,1,Reef_fish,1,1,Roxburg Reef 3,-18.44,147.06,Open,GBR,NA,NA,NA,NA,No,No,4
2015,Australia,Queensland,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,GBR - North,GBR68,2015-12-26,3,1,Reef_fish,1,3,North Direction Reef 1,-14.74,145.52,Open,GBR,NA,NA,NA,NA,No,No,3
2015,Australia,Queensland,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,GBR - North,GBR68,2015-12-26,3,2,Reef_fish,1,4,North Direction Reef 1,-14.74,145.52,Open,GBR,NA,NA,NA,NA,No,No,3
2015,Australia,Queensland,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,GBR - North,GBR69,2015-12-26,7,1,Reef_fish,2,1,North Direction Reef 2,-14.75,145.52,Open,GBR,NA,NA,NA,NA,No,No,7
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR175,2016-01-23,4,2,Reef_fish,1,2,Roxburg Reef 3,-18.44,147.06,Open,GBR,NA,NA,NA,NA,No,No,4
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,QLD inshore - Central,GBR155,2016-01-26,2.5,1,Reef_fish,1,1,Havannah Island 2,-18.85,146.54,Open,GBR,NA,NA,NA,NA,No,No,2.5
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,QLD inshore - Central,GBR155,2016-01-26,2.5,2,Reef_fish,1,2,Havannah Island 2,-18.85,146.54,Open,GBR,NA,NA,NA,NA,No,No,2.5
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,QLD inshore - Central,GBR154,2016-01-26,2.5,1,Reef_fish,1,1,Havannah Island 1,-18.85,146.54,Open,GBR,NA,NA,NA,NA,No,No,2.5
2015,Australia,Queensland,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,GBR - North,GBR63,2015-12-22,5,2,Reef_fish,2,4,Surprise Reef,-14,144.68,Open,GBR,NA,NA,NA,NA,No,No,5
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,QLD inshore - Central,GBR154,2016-01-26,2.5,2,Reef_fish,1,2,Havannah Island 1,-18.85,146.54,Open,GBR,NA,NA,NA,NA,No,No,2.5
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR165,2016-01-27,4,1,Reef_fish,1,1,John Brewer Reef 3,-18.63,147.08,Open,GBR,NA,NA,NA,NA,No,No,4
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR165,2016-01-27,4,2,Reef_fish,1,2,John Brewer Reef 3,-18.63,147.08,Open,GBR,NA,NA,NA,NA,No,No,4
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR166,2016-01-27,4,1,Reef_fish,1,1,John Brewer Reef 2,-18.62,147.08,Open,GBR,NA,NA,NA,NA,No,No,4
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR166,2016-01-27,4,2,Reef_fish,1,2,John Brewer Reef 2,-18.62,147.08,Open,GBR,NA,NA,NA,NA,No,No,4
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR170,2016-01-28,5,1,Reef_fish,1,1,Fore and Aft Reef 3,-18.48,147.06,Open,GBR,NA,NA,NA,NA,No,No,5
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR170,2016-01-28,5,2,Reef_fish,1,2,Fore and Aft Reef 3,-18.48,147.06,Open,GBR,NA,NA,NA,NA,No,No,5
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR171,2016-01-28,5,1,Reef_fish,1,1,Fore and Aft Reef 2,-18.47,147.06,Open,GBR,NA,NA,NA,NA,No,No,5
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR171,2016-01-28,5,2,Reef_fish,1,2,Fore and Aft Reef 2,-18.47,147.06,Open,GBR,NA,NA,NA,NA,No,No,5
2015,Australia,Queensland,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,GBR - North,GBR69,2015-12-26,7,2,Reef_fish,2,2,North Direction Reef 2,-14.75,145.52,Open,GBR,NA,NA,NA,NA,No,No,7
2015,Australia,Queensland,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,GBR - North,GBR69,2015-12-26,3,1,Reef_fish,1,3,North Direction Reef 2,-14.75,145.52,Open,GBR,NA,NA,NA,NA,No,No,3
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR174,2016-01-29,5,1,Reef_fish,1,1,Little Kelso Reef 2,-18.46,147,Open,GBR,NA,NA,NA,NA,No,No,5
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR174,2016-01-29,5,2,Reef_fish,1,2,Little Kelso Reef 2,-18.46,147,Open,GBR,NA,NA,NA,NA,No,No,5
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR173,2016-01-29,4,1,Reef_fish,1,1,Little Kelso Reef 3,-18.46,147,Open,GBR,NA,NA,NA,NA,No,No,4
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR173,2016-01-29,4,2,Reef_fish,1,2,Little Kelso Reef 3,-18.46,147,Open,GBR,NA,NA,NA,NA,No,No,4
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR167,2016-01-30,7,1,Reef_fish,1,1,Grub Reef 3,-18.62,147.44,Open,GBR,NA,NA,NA,NA,No,No,7
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR167,2016-01-30,7,2,Reef_fish,1,2,Grub Reef 3,-18.62,147.44,Open,GBR,NA,NA,NA,NA,No,No,7
2015,Australia,Queensland,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,GBR - North,GBR69,2015-12-26,3,2,Reef_fish,1,4,North Direction Reef 2,-14.75,145.52,Open,GBR,NA,NA,NA,NA,No,No,3
2015,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,QLD inshore - Central,GBR70,2015-12-31,6,2,Reef_fish,2,4,Low Isles 1,-16.38,145.57,Open,GBR,NA,NA,NA,NA,No,No,6
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR158,2016-01-31,6,1,Reef_fish,1,1,Davies Reef 2,-18.81,147.67,Open,GBR,NA,NA,NA,NA,No,No,6
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR158,2016-01-31,6,2,Reef_fish,1,2,Davies Reef 2,-18.81,147.67,Open,GBR,NA,NA,NA,NA,No,No,6
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,QLD inshore - Central,GBR214,2016-01-15,8,2,Reef_fish,2,3,Green Island Reef 2,-16.77,145.98,Open,GBR,NA,NA,NA,NA,No,No,8
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR202,2016-01-16,10,1,Reef_fish,2,3,Moore Reef 2,-16.87,146.24,Open,GBR,NA,NA,NA,NA,No,No,10
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR202,2016-01-16,10,2,Reef_fish,2,4,Moore Reef 2,-16.87,146.24,Open,GBR,NA,NA,NA,NA,No,No,10
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR157,2016-01-31,7,1,Reef_fish,3,2,Davies Reef 3,-18.82,147.67,Open,GBR,NA,NA,NA,NA,No,No,7
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR169,2016-01-22,8,2,Reef_fish,2,3,Rib Reef 3,-18.48,146.88,Open,GBR,NA,NA,NA,NA,No,No,8
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR172,2016-01-22,8,1,Reef_fish,2,3,Rib Reef 1,-18.47,146.88,Open,GBR,NA,NA,NA,NA,No,No,8
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR172,2016-01-22,8,2,Reef_fish,2,4,Rib Reef 1,-18.47,146.88,Open,GBR,NA,NA,NA,NA,No,No,8
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR176,2016-01-23,9,1,Reef_fish,2,3,Roxburgh Reef 1,-18.43,147.06,Open,GBR,NA,NA,NA,NA,No,No,9
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR176,2016-01-23,9,2,Reef_fish,2,4,Roxburgh Reef 1,-18.43,147.06,Open,GBR,NA,NA,NA,NA,No,No,9
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR175,2016-01-23,9,1,Reef_fish,2,3,Roxburg Reef 3,-18.44,147.06,Open,GBR,NA,NA,NA,NA,No,No,9
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR175,2016-01-23,9,2,Reef_fish,2,4,Roxburg Reef 3,-18.44,147.06,Open,GBR,NA,NA,NA,NA,No,No,9
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,QLD inshore - Central,GBR155,2016-01-26,4,1,Reef_fish,2,3,Havannah Island 2,-18.85,146.54,Open,GBR,NA,NA,NA,NA,No,No,4
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,QLD inshore - Central,GBR155,2016-01-26,4,2,Reef_fish,2,4,Havannah Island 2,-18.85,146.54,Open,GBR,NA,NA,NA,NA,No,No,4
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,QLD inshore - Central,GBR154,2016-01-26,3.5,1,Reef_fish,2,3,Havannah Island 1,-18.85,146.54,Open,GBR,NA,NA,NA,NA,No,No,3.5
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,QLD inshore - Central,GBR154,2016-01-26,3.5,2,Reef_fish,2,4,Havannah Island 1,-18.85,146.54,Open,GBR,NA,NA,NA,NA,No,No,3.5
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR165,2016-01-27,10,1,Reef_fish,2,3,John Brewer Reef 3,-18.63,147.08,Open,GBR,NA,NA,NA,NA,No,No,10
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - South,GBR149,2016-02-06,8,1,Reef_fish,2,1,AIMS-20104S1,-20.03,149.7,Open,GBR,NA,NA,NA,NA,No,No,8
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR165,2016-01-27,10,2,Reef_fish,2,4,John Brewer Reef 3,-18.63,147.08,Open,GBR,NA,NA,NA,NA,No,No,10
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR166,2016-01-27,8,1,Reef_fish,2,3,John Brewer Reef 2,-18.62,147.08,Open,GBR,NA,NA,NA,NA,No,No,8
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR166,2016-01-27,8,2,Reef_fish,2,4,John Brewer Reef 2,-18.62,147.08,Open,GBR,NA,NA,NA,NA,No,No,8
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR170,2016-01-28,10,1,Reef_fish,2,3,Fore and Aft Reef 3,-18.48,147.06,Open,GBR,NA,NA,NA,NA,No,No,10
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR170,2016-01-28,10,2,Reef_fish,2,4,Fore and Aft Reef 3,-18.48,147.06,Open,GBR,NA,NA,NA,NA,No,No,10
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR171,2016-01-28,8,1,Reef_fish,2,3,Fore and Aft Reef 2,-18.47,147.06,Open,GBR,NA,NA,NA,NA,No,No,8
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR203,2016-01-16,10,1,Reef_fish,2,3,Moore Reef 3,-16.85,146.24,Open,GBR,NA,NA,NA,NA,No,No,10
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR203,2016-01-16,10,2,Reef_fish,2,4,Moore Reef 3,-16.85,146.24,Open,GBR,NA,NA,NA,NA,No,No,10
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR171,2016-01-28,8,2,Reef_fish,2,4,Fore and Aft Reef 2,-18.47,147.06,Open,GBR,NA,NA,NA,NA,No,No,8
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR174,2016-01-29,11,1,Reef_fish,2,3,Little Kelso Reef 2,-18.46,147,Open,GBR,NA,NA,NA,NA,No,No,11
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR174,2016-01-29,11,2,Reef_fish,2,4,Little Kelso Reef 2,-18.46,147,Open,GBR,NA,NA,NA,NA,No,No,11
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR173,2016-01-29,8,1,Reef_fish,2,3,Little Kelso Reef 3,-18.46,147,Open,GBR,NA,NA,NA,NA,No,No,8
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR173,2016-01-29,8,2,Reef_fish,2,4,Little Kelso Reef 3,-18.46,147,Open,GBR,NA,NA,NA,NA,No,No,8
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - South,GBR149,2016-02-06,8,2,Reef_fish,2,2,AIMS-20104S1,-20.03,149.7,Open,GBR,NA,NA,NA,NA,No,No,8
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR167,2016-01-30,8,1,Reef_fish,2,3,Grub Reef 3,-18.62,147.44,Open,GBR,NA,NA,NA,NA,No,No,8
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR167,2016-01-30,8,2,Reef_fish,2,4,Grub Reef 3,-18.62,147.44,Open,GBR,NA,NA,NA,NA,No,No,8
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR158,2016-01-31,7,1,Reef_fish,2,3,Davies Reef 2,-18.81,147.67,Open,GBR,NA,NA,NA,NA,No,No,7
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - South,GBR151,2016-02-07,6,1,Reef_fish,1,1,AIMS-19138S3,-19.81,149.42,Open,GBR,NA,NA,NA,NA,No,No,6
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR158,2016-01-31,7,2,Reef_fish,2,4,Davies Reef 2,-18.81,147.67,Open,GBR,NA,NA,NA,NA,No,No,7
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR157,2016-01-31,8,1,Reef_fish,4,3,Davies Reef 3,-18.82,147.67,Open,GBR,NA,NA,NA,NA,No,No,8
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - Central,GBR157,2016-01-31,8,2,Reef_fish,4,4,Davies Reef 3,-18.82,147.67,Open,GBR,NA,NA,NA,NA,No,No,8
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - South,GBR149,2016-02-06,4,1,Reef_fish,1,3,AIMS-20104S1,-20.03,149.7,Open,GBR,NA,NA,NA,NA,No,No,4
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - South,GBR149,2016-02-06,4,2,Reef_fish,1,4,AIMS-20104S1,-20.03,149.7,Open,GBR,NA,NA,NA,NA,No,No,4
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - South,GBR151,2016-02-07,6,2,Reef_fish,1,2,AIMS-19138S3,-19.81,149.42,Open,GBR,NA,NA,NA,NA,No,No,6
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - South,GBR152,2016-02-07,14,1,Reef_fish,2,1,AIMS-19131S1,-19.77,149.38,Open,GBR,NA,NA,NA,NA,No,No,14
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - South,GBR152,2016-02-07,14,2,Reef_fish,2,2,AIMS-19131S1,-19.77,149.38,Open,GBR,NA,NA,NA,NA,No,No,14
2016,Australia,Queensland,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD inshore - North,GBR80,2016-12-23,5,1,Reef_fish,2,1,Womer Cay,-10.79,142.97,Open,GBR,NA,NA,NA,NA,No,No,5
2016,Australia,Queensland,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD inshore - North,GBR80,2016-12-23,5,2,Reef_fish,2,2,Womer Cay,-10.79,142.97,Open,GBR,NA,NA,NA,NA,No,No,5
2016,Australia,Queensland,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD inshore - North,GBR80,2016-12-23,4,1,Reef_fish,1,3,Womer Cay,-10.79,142.97,Open,GBR,NA,NA,NA,NA,No,No,4
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,QLD inshore - Central,GBR198,2016-01-17,8,1,Reef_fish,2,3,High Island West 1,-17.16,146.01,Open,GBR,NA,NA,NA,NA,No,No,8
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,QLD inshore - Central,GBR198,2016-01-17,8,2,Reef_fish,2,4,High Island West 1,-17.16,146.01,Open,GBR,NA,NA,NA,NA,No,No,8
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,QLD inshore - Central,GBR197,2016-01-17,5,1,Reef_fish,2,3,High Island West 2,-17.16,146.01,Open,GBR,NA,NA,NA,NA,No,No,5
2016,Australia,Queensland,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD inshore - North,GBR80,2016-12-23,4,2,Reef_fish,1,4,Womer Cay,-10.79,142.97,Open,GBR,NA,NA,NA,NA,No,No,4
2016,Australia,Queensland,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD inshore - North,GBR82,2016-12-24,5,1,Reef_fish,2,1,Sinclair Is Sth,-11.12,143.02,Open,GBR,NA,NA,NA,NA,No,No,5
2016,Australia,Queensland,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD inshore - North,GBR82,2016-12-24,5,2,Reef_fish,2,2,Sinclair Is Sth,-11.12,143.02,Open,GBR,NA,NA,NA,NA,No,No,5
2016,Australia,Queensland,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD inshore - North,GBR82,2016-12-24,4,1,Reef_fish,1,3,Sinclair Is Sth,-11.12,143.02,Open,GBR,NA,NA,NA,NA,No,No,4
2016,Australia,Queensland,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD inshore - North,GBR82,2016-12-24,4,2,Reef_fish,1,4,Sinclair Is Sth,-11.12,143.02,Open,GBR,NA,NA,NA,NA,No,No,4
2016,Australia,Queensland,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD inshore - North,GBR83,2016-12-24,1.6,1,Reef_fish,2,1,Sinclair Lagoon,-11.11,143.02,Open,GBR,NA,NA,NA,NA,No,No,1.6
2016,Australia,Queensland,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD inshore - North,GBR83,2016-12-24,1.6,2,Reef_fish,2,2,Sinclair Lagoon,-11.11,143.02,Open,GBR,NA,NA,NA,NA,No,No,1.6
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - South,GBR152,2016-02-07,5,1,Reef_fish,1,3,AIMS-19131S1,-19.77,149.38,Open,GBR,NA,NA,NA,NA,No,No,5
2016,Australia,Queensland,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD inshore - North,GBR83,2016-12-24,1.5,1,Reef_fish,1,3,Sinclair Lagoon,-11.11,143.02,Open,GBR,NA,NA,NA,NA,No,No,1.5
2016,Australia,Queensland,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD inshore - North,GBR83,2016-12-24,1.5,2,Reef_fish,1,4,Sinclair Lagoon,-11.11,143.02,Open,GBR,NA,NA,NA,NA,No,No,1.5
2016,Australia,Queensland,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,GBR - North,GBR85,2016-12-25,4,1,Reef_fish,2,1,Collette Reef,-11.23,143.36,Open,GBR,NA,NA,NA,NA,No,No,4
2016,Australia,Queensland,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,GBR - North,GBR85,2016-12-25,4,2,Reef_fish,2,2,Collette Reef,-11.23,143.36,Open,GBR,NA,NA,NA,NA,No,No,4
2016,Australia,Queensland,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,GBR - North,GBR85,2016-12-25,2.5,1,Reef_fish,1,3,Collette Reef,-11.23,143.36,Open,GBR,NA,NA,NA,NA,No,No,2.5
2016,Australia,Queensland,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,GBR - North,GBR85,2016-12-25,2.5,2,Reef_fish,1,4,Collette Reef,-11.23,143.36,Open,GBR,NA,NA,NA,NA,No,No,2.5
2016,Australia,Queensland,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,GBR - North,GBR87,2016-12-26,31,1,Reef_fish,1,1,Pandora Passage,-11.37,143.99,Open,GBR,NA,NA,NA,NA,No,No,31
2016,Australia,Queensland,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,GBR - North,GBR87,2016-12-26,31,2,Reef_fish,1,2,Pandora Passage,-11.37,143.99,Open,GBR,NA,NA,NA,NA,No,No,31
2016,Australia,Queensland,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,GBR - North,GBR88,2016-12-26,4.9,1,Reef_fish,1,1,Boxing Day test,-11.49,143.85,Open,GBR,NA,NA,NA,NA,No,No,4.9
2016,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - South,GBR152,2016-02-07,5,2,Reef_fish,1,4,AIMS-19131S1,-19.77,149.38,Open,GBR,NA,NA,NA,NA,No,No,5
2016,Australia,Queensland,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,GBR - North,GBR88,2016-12-26,4.9,2,Reef_fish,1,2,Boxing Day test,-11.49,143.85,Open,GBR,NA,NA,NA,NA,No,No,4.9
2016,Australia,Queensland,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,GBR - North,GBR88,2016-12-26,5,1,Reef_fish,2,3,Boxing Day test,-11.49,143.85,Open,GBR,NA,NA,NA,NA,No,No,5
2016,Australia,Queensland,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,GBR - North,GBR88,2016-12-26,5,2,Reef_fish,2,4,Boxing Day test,-11.49,143.85,Open,GBR,NA,NA,NA,NA,No,No,5
