FID,survey_id,country,area,ecoregion,realm,location,site_code,site_name,latitude,longitude,survey_date,depth,program,visibility,hour,survey_latitude,survey_longitude,method,block,phylum,class,order,family,species_name,reporting_name,size_class,total,biomass,geom
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6cd7,912343821,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT37,Truant Island SW,-11.67,136.81,9/8/2013,3,RLS,5,9:00:00,,,2,1,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius yaeyamaensis,Ecsenius yaeyamaensis,5,1,1.6385,POINT (136.80999755859375 -11.670000076293945)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6cd8,912343821,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT37,Truant Island SW,-11.67,136.81,9/8/2013,3,RLS,5,9:00:00,,,2,1,Chordata,Actinopterygii,Perciformes,Gobiidae,Cryptocentrus strigilliceps,Cryptocentrus strigilliceps,7.5,2,10.2244,POINT (136.80999755859375 -11.670000076293945)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6cd9,912343821,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT37,Truant Island SW,-11.67,136.81,9/8/2013,3,RLS,5,9:00:00,,,2,1,Chordata,Actinopterygii,Perciformes,Gobiidae,Istigobius decoratus,Istigobius decoratus,7.5,1,5.4384,POINT (136.80999755859375 -11.670000076293945)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6cda,912343821,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT37,Truant Island SW,-11.67,136.81,9/8/2013,3,RLS,5,9:00:00,,,2,2,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes spp.,Cirripectes spp.,7.5,2,26.6407,POINT (136.80999755859375 -11.670000076293945)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6cdb,912343821,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT37,Truant Island SW,-11.67,136.81,9/8/2013,3,RLS,5,9:00:00,,,2,2,Chordata,Actinopterygii,Perciformes,Gobiidae,Cryptocentrus strigilliceps,Cryptocentrus strigilliceps,7.5,1,5.1122,POINT (136.80999755859375 -11.670000076293945)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6cdc,912343822,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT102,Burston Bay,-11.22,136.69,10/8/2013,4.3,RLS,10,9:00:00,,,2,1,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius yaeyamaensis,Ecsenius yaeyamaensis,5,3,4.9156,POINT (136.69000244140625 -11.220000267028809)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6cdd,912343822,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT102,Burston Bay,-11.22,136.69,10/8/2013,4.3,RLS,10,9:00:00,,,2,1,Chordata,Actinopterygii,Perciformes,Gobiidae,Eviota ?punctulata,Eviota spp.,0,1,,POINT (136.69000244140625 -11.220000267028809)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6cde,912343822,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT102,Burston Bay,-11.22,136.69,10/8/2013,4.3,RLS,10,9:00:00,,,2,1,Chordata,Actinopterygii,Perciformes,Gobiidae,Istigobius decoratus,Istigobius decoratus,7.5,2,10.8768,POINT (136.69000244140625 -11.220000267028809)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6cdf,912343822,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT102,Burston Bay,-11.22,136.69,10/8/2013,4.3,RLS,10,9:00:00,,,2,2,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius yaeyamaensis,Ecsenius yaeyamaensis,5,1,1.6385,POINT (136.69000244140625 -11.220000267028809)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6ce0,912343822,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT102,Burston Bay,-11.22,136.69,10/8/2013,4.3,RLS,10,9:00:00,,,2,2,Chordata,Actinopterygii,Perciformes,Gobiidae,Cryptocentrus strigilliceps,Cryptocentrus strigilliceps,7.5,3,15.3367,POINT (136.69000244140625 -11.220000267028809)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6ce1,912343822,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT102,Burston Bay,-11.22,136.69,10/8/2013,4.3,RLS,10,9:00:00,,,2,2,Chordata,Actinopterygii,Perciformes,Gobiidae,Istigobius decoratus,Istigobius decoratus,7.5,2,10.8768,POINT (136.69000244140625 -11.220000267028809)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6ce2,912343823,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT103,Norruum Islet,-11.23,136.69,10/8/2013,6,RLS,8,11:00:00,,,2,1,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius yaeyamaensis,Ecsenius yaeyamaensis,5,1,1.6385,POINT (136.69000244140625 -11.229999542236328)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6ce3,912343823,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT103,Norruum Islet,-11.23,136.69,10/8/2013,6,RLS,8,11:00:00,,,2,2,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius yaeyamaensis,Ecsenius yaeyamaensis,5,1,1.6385,POINT (136.69000244140625 -11.229999542236328)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6ce4,912343825,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT100,Truant Island NE,-11.66,136.84,9/8/2013,2.5,RLS,5,9:00:00,,,2,2,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus fasciatus,Epinephelus fasciatus,15,1,73.4563,POINT (136.83999633789062 -11.65999984741211)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6ce5,912343826,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT102,Burston Bay,-11.22,136.69,10/8/2013,3.5,RLS,10,9:00:00,,,2,1,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius spp.,Ecsenius spp.,0,1,,POINT (136.69000244140625 -11.220000267028809)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6ce6,912343826,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT102,Burston Bay,-11.22,136.69,10/8/2013,3.5,RLS,10,9:00:00,,,2,2,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes springeri,Cirripectes springeri,5,1,2.3027,POINT (136.69000244140625 -11.220000267028809)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6ce7,912343826,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT102,Burston Bay,-11.22,136.69,10/8/2013,3.5,RLS,10,9:00:00,,,2,2,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius spp.,Ecsenius spp.,0,2,,POINT (136.69000244140625 -11.220000267028809)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6ce8,912343826,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT102,Burston Bay,-11.22,136.69,10/8/2013,3.5,RLS,10,9:00:00,,,2,2,Chordata,Actinopterygii,Perciformes,Serranidae,Plectropomus maculatus,Plectropomus maculatus,40,1,664.0978,POINT (136.69000244140625 -11.220000267028809)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6ce9,912343827,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT103,Norruum Islet,-11.23,136.69,10/8/2013,4,RLS,8,11:00:00,,,2,2,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus ongus,Epinephelus ongus,20,1,154.6726,POINT (136.69000244140625 -11.229999542236328)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6cea,912343828,Australia,Queensland,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,West Cape York,TS1,Booby Island,-10.61,141.92,5/8/2013,2.5,RLS,4,11:00:00,,,2,1,,,,,No species found,,0,0,,POINT (141.9199981689453 -10.609999656677246)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6ceb,912343828,Australia,Queensland,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,West Cape York,TS1,Booby Island,-10.61,141.92,5/8/2013,2.5,RLS,4,11:00:00,,,2,2,,,,,No species found,,0,0,,POINT (141.9199981689453 -10.609999656677246)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6cec,912343829,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT100,Truant Island NE,-11.66,136.84,9/8/2013,3,RLS,3,9:00:00,,,2,1,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius yaeyamaensis,Ecsenius yaeyamaensis,2.5,13,2.6626,POINT (136.83999633789062 -11.65999984741211)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6ced,912343829,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT100,Truant Island NE,-11.66,136.84,9/8/2013,3,RLS,3,9:00:00,,,2,1,Chordata,Actinopterygii,Perciformes,Gobiidae,Istigobius decoratus,Istigobius decoratus,5,1,1.6511,POINT (136.83999633789062 -11.65999984741211)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6cee,912343829,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT100,Truant Island NE,-11.66,136.84,9/8/2013,3,RLS,3,9:00:00,,,2,2,Chordata,Actinopterygii,Perciformes,Apogonidae,Cheilodipterus quinquelineatus,Cheilodipterus quinquelineatus,5,1,2.1057,POINT (136.83999633789062 -11.65999984741211)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6cef,912343829,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT100,Truant Island NE,-11.66,136.84,9/8/2013,3,RLS,3,9:00:00,,,2,2,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes polyzona,Cirripectes polyzona,2.5,1,0.2002,POINT (136.83999633789062 -11.65999984741211)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6cf0,912343829,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT100,Truant Island NE,-11.66,136.84,9/8/2013,3,RLS,3,9:00:00,,,2,2,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes polyzona,Cirripectes polyzona,5,1,1.6012,POINT (136.83999633789062 -11.65999984741211)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6cf1,912343829,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT100,Truant Island NE,-11.66,136.84,9/8/2013,3,RLS,3,9:00:00,,,2,2,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius yaeyamaensis,Ecsenius yaeyamaensis,2.5,9,1.8433,POINT (136.83999633789062 -11.65999984741211)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6cf2,912343829,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT100,Truant Island NE,-11.66,136.84,9/8/2013,3,RLS,3,9:00:00,,,2,2,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius yaeyamaensis,Ecsenius yaeyamaensis,5,1,1.6385,POINT (136.83999633789062 -11.65999984741211)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6cf3,912343829,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT100,Truant Island NE,-11.66,136.84,9/8/2013,3,RLS,3,9:00:00,,,2,2,Chordata,Actinopterygii,Perciformes,Gobiidae,Ctenogobiops mitodes,Ctenogobiops mitodes,5,1,1.4605,POINT (136.83999633789062 -11.65999984741211)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6cf4,912343829,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT100,Truant Island NE,-11.66,136.84,9/8/2013,3,RLS,3,9:00:00,,,2,2,Chordata,Actinopterygii,Perciformes,Gobiidae,Istigobius decoratus,Istigobius decoratus,5,1,1.6511,POINT (136.83999633789062 -11.65999984741211)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6cf5,912343829,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT100,Truant Island NE,-11.66,136.84,9/8/2013,3,RLS,3,9:00:00,,,2,2,Chordata,Actinopterygii,Perciformes,Gobiidae,Istigobius decoratus,Istigobius decoratus,7.5,1,5.4384,POINT (136.83999633789062 -11.65999984741211)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6cf6,912343830,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT102,Burston Bay,-11.22,136.69,10/8/2013,3,RLS,10,9:00:00,,,2,1,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus fasciatus,Epinephelus fasciatus,7.5,1,8.931,POINT (136.69000244140625 -11.220000267028809)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6cf7,912343830,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT102,Burston Bay,-11.22,136.69,10/8/2013,3,RLS,10,9:00:00,,,2,2,Chordata,Actinopterygii,Perciformes,Serranidae,Cephalopholis cyanostigma,Cephalopholis cyanostigma,12.5,1,48.2567,POINT (136.69000244140625 -11.220000267028809)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6cf8,912343830,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT102,Burston Bay,-11.22,136.69,10/8/2013,3,RLS,10,9:00:00,,,2,2,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus fasciatus,Epinephelus fasciatus,7.5,1,8.931,POINT (136.69000244140625 -11.220000267028809)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6cf9,912343830,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT102,Burston Bay,-11.22,136.69,10/8/2013,3,RLS,10,9:00:00,,,2,2,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus fasciatus,Epinephelus fasciatus,10,2,42.8294,POINT (136.69000244140625 -11.220000267028809)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6cfa,912343830,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT102,Burston Bay,-11.22,136.69,10/8/2013,3,RLS,10,9:00:00,,,2,2,Chordata,Actinopterygii,Perciformes,Serranidae,Plectropomus maculatus,Plectropomus maculatus,12.5,1,43.359,POINT (136.69000244140625 -11.220000267028809)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6cfb,912343831,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT103,Norruum Islet,-11.23,136.69,10/8/2013,3.5,RLS,8,11:00:00,,,2,1,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes spp.,Cirripectes spp.,5,1,3.7915,POINT (136.69000244140625 -11.229999542236328)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6cfc,912343831,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT103,Norruum Islet,-11.23,136.69,10/8/2013,3.5,RLS,8,11:00:00,,,2,1,Chordata,Actinopterygii,Perciformes,Gobiidae,Ctenogobiops mitodes,Ctenogobiops mitodes,5,1,1.4605,POINT (136.69000244140625 -11.229999542236328)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6cfd,912343831,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT103,Norruum Islet,-11.23,136.69,10/8/2013,3.5,RLS,8,11:00:00,,,2,1,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus fasciatus,Epinephelus fasciatus,5,1,2.6036,POINT (136.69000244140625 -11.229999542236328)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6cfe,912343831,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT103,Norruum Islet,-11.23,136.69,10/8/2013,3.5,RLS,8,11:00:00,,,2,2,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus fasciatus,Epinephelus fasciatus,5,2,5.2073,POINT (136.69000244140625 -11.229999542236328)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6cff,912345752,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Arnhem,NT30,Arnhem CMR Gadgets Reef North West,-11.29,133.8,25/10/2015,9.5,RLS,12,8:00:00,,,2,1,Chordata,Actinopterygii,Beryciformes,Holocentridae,Myripristis berndti,Myripristis berndti,15,1,108.5971,POINT (133.8000030517578 -11.289999961853027)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6d00,912345752,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Arnhem,NT30,Arnhem CMR Gadgets Reef North West,-11.29,133.8,25/10/2015,9.5,RLS,12,8:00:00,,,2,1,Chordata,Actinopterygii,Beryciformes,Holocentridae,Sargocentron rubrum,Sargocentron rubrum,12.5,3,162.2229,POINT (133.8000030517578 -11.289999961853027)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6d01,912345752,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Arnhem,NT30,Arnhem CMR Gadgets Reef North West,-11.29,133.8,25/10/2015,9.5,RLS,12,8:00:00,,,2,1,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius yaeyamaensis,Ecsenius yaeyamaensis,5,1,1.6385,POINT (133.8000030517578 -11.289999961853027)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6d02,912345752,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Arnhem,NT30,Arnhem CMR Gadgets Reef North West,-11.29,133.8,25/10/2015,9.5,RLS,12,8:00:00,,,2,1,Chordata,Actinopterygii,Perciformes,Serranidae,Cephalopholis cyanostigma,Cephalopholis cyanostigma,15,1,83.8449,POINT (133.8000030517578 -11.289999961853027)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6d03,912345752,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Arnhem,NT30,Arnhem CMR Gadgets Reef North West,-11.29,133.8,25/10/2015,9.5,RLS,12,8:00:00,,,2,1,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus corallicola,Epinephelus corallicola,15,1,75.167,POINT (133.8000030517578 -11.289999961853027)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6d04,912345752,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Arnhem,NT30,Arnhem CMR Gadgets Reef North West,-11.29,133.8,25/10/2015,9.5,RLS,12,8:00:00,,,2,1,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus fasciatus,Epinephelus fasciatus,12.5,1,42.2005,POINT (133.8000030517578 -11.289999961853027)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6d05,912345752,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Arnhem,NT30,Arnhem CMR Gadgets Reef North West,-11.29,133.8,25/10/2015,9.5,RLS,12,8:00:00,,,2,1,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus fasciatus,Epinephelus fasciatus,15,1,73.4563,POINT (133.8000030517578 -11.289999961853027)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6d06,912345752,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Arnhem,NT30,Arnhem CMR Gadgets Reef North West,-11.29,133.8,25/10/2015,9.5,RLS,12,8:00:00,,,2,1,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus fasciatus,Epinephelus fasciatus,20,2,321.953,POINT (133.8000030517578 -11.289999961853027)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6d07,912345752,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Arnhem,NT30,Arnhem CMR Gadgets Reef North West,-11.29,133.8,25/10/2015,9.5,RLS,12,8:00:00,,,2,2,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius yaeyamaensis,Ecsenius yaeyamaensis,2.5,5,1.0241,POINT (133.8000030517578 -11.289999961853027)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6d08,912345752,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Arnhem,NT30,Arnhem CMR Gadgets Reef North West,-11.29,133.8,25/10/2015,9.5,RLS,12,8:00:00,,,2,2,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius yaeyamaensis,Ecsenius yaeyamaensis,5,1,1.6385,POINT (133.8000030517578 -11.289999961853027)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6d09,912345752,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Arnhem,NT30,Arnhem CMR Gadgets Reef North West,-11.29,133.8,25/10/2015,9.5,RLS,12,8:00:00,,,2,2,Chordata,Actinopterygii,Perciformes,Gobiidae,Valenciennea muralis,Valenciennea muralis,5,1,1.5728,POINT (133.8000030517578 -11.289999961853027)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6d0a,912345752,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Arnhem,NT30,Arnhem CMR Gadgets Reef North West,-11.29,133.8,25/10/2015,9.5,RLS,12,8:00:00,,,2,2,Chordata,Actinopterygii,Perciformes,Pinguipedidae,Parapercis xanthozona,Parapercis xanthozona,12.5,1,24.4816,POINT (133.8000030517578 -11.289999961853027)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6d0b,912345752,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Arnhem,NT30,Arnhem CMR Gadgets Reef North West,-11.29,133.8,25/10/2015,9.5,RLS,12,8:00:00,,,2,2,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus fasciatus,Epinephelus fasciatus,15,1,73.4563,POINT (133.8000030517578 -11.289999961853027)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6d0c,912345753,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Arnhem,NT30,Arnhem CMR Gadgets Reef North West,-11.29,133.8,25/10/2015,9,RLS,12,8:00:00,,,2,1,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius yaeyamaensis,Ecsenius yaeyamaensis,5,3,4.9156,POINT (133.8000030517578 -11.289999961853027)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6d0d,912345753,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Arnhem,NT30,Arnhem CMR Gadgets Reef North West,-11.29,133.8,25/10/2015,9,RLS,12,8:00:00,,,2,1,Chordata,Actinopterygii,Perciformes,Gobiidae,Istigobius rigilius,Istigobius rigilius,2.5,7,1.2006,POINT (133.8000030517578 -11.289999961853027)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6d0e,912345753,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Arnhem,NT30,Arnhem CMR Gadgets Reef North West,-11.29,133.8,25/10/2015,9,RLS,12,8:00:00,,,2,1,Chordata,Actinopterygii,Perciformes,Pseudochromidae,Pseudochromis wilsoni,Pseudochromis wilsoni,5,9,22.7236,POINT (133.8000030517578 -11.289999961853027)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6d0f,912345753,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Arnhem,NT30,Arnhem CMR Gadgets Reef North West,-11.29,133.8,25/10/2015,9,RLS,12,8:00:00,,,2,1,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus fasciatus,Epinephelus fasciatus,10,1,21.4147,POINT (133.8000030517578 -11.289999961853027)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6d10,912345753,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Arnhem,NT30,Arnhem CMR Gadgets Reef North West,-11.29,133.8,25/10/2015,9,RLS,12,8:00:00,,,2,1,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Enneapterygius tutuilae,Enneapterygius tutuilae,2.5,1,0.162,POINT (133.8000030517578 -11.289999961853027)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6d11,912345753,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Arnhem,NT30,Arnhem CMR Gadgets Reef North West,-11.29,133.8,25/10/2015,9,RLS,12,8:00:00,,,2,2,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius yaeyamaensis,Ecsenius yaeyamaensis,5,1,1.6385,POINT (133.8000030517578 -11.289999961853027)
ep_m2_cryptic_fish_public_data.fid-7ec7bcbc_196c7823bc9_6d12,912345753,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Arnhem,NT30,Arnhem CMR Gadgets Reef North West,-11.29,133.8,25/10/2015,9,RLS,12,8:00:00,,,2,2,Chordata,Actinopterygii,Perciformes,Gobiidae,Istigobius rigilius,Istigobius rigilius,2.5,3,0.5145,POINT (133.8000030517578 -11.289999961853027)
